address_id,address_string,parsing_errors,address_components,model_id
4770,350 Mountain Road,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 350,
        ""last_building_number"": 350,
        ""street"": ""Mountain Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4771,NEQ/Interstate 10 and Interstate 15,False,"[
    {
        ""address_type"": ""approximate"",
        ""first_building_number"": null,
        ""last_building_number"": null,
        ""street"": ""NEQ/Interstate 10 and Interstate 15""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4772,200 Fillmore Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 200,
        ""last_building_number"": 200,
        ""street"": ""Fillmore Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4773,263 13th Avenue South,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 263,
        ""last_building_number"": 263,
        ""street"": ""13th Avenue South""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4774,294 County Road 120 South,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 294,
        ""last_building_number"": 294,
        ""street"": ""County Road 120 South""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4775,16400 East Colfax Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 16400,
        ""last_building_number"": 16400,
        ""street"": ""East Colfax Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4776,113-115 King Street & 1414-1416 Prince Street,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 113,
        ""last_building_number"": 115,
        ""street"": ""King Street""
    },
    {
        ""address_type"": ""range"",
        ""first_building_number"": 1414,
        ""last_building_number"": 1416,
        ""street"": ""Prince Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4777,1 Polito Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1,
        ""last_building_number"": 1,
        ""street"": ""Polito Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4778,74-5586 Palani Road,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 74,
        ""last_building_number"": 5586,
        ""street"": ""Palani Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4779,5841 Roswell Road,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 5841,
        ""last_building_number"": 5841,
        ""street"": ""Roswell Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4780,215-275 Main Street,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 215,
        ""last_building_number"": 275,
        ""street"": ""Main Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4781,4111 Wabash Ave,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 4111,
        ""last_building_number"": 4111,
        ""street"": ""Wabash Ave""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4782,1515 Market Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1515,
        ""last_building_number"": 1515,
        ""street"": ""Market Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4783,120 Monumnet Circle,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 120,
        ""last_building_number"": 120,
        ""street"": ""Monumnet Circle""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4784,4713 & 4725 South Flamingo Road,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 4713,
        ""last_building_number"": 4713,
        ""street"": ""South Flamingo Road""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 4725,
        ""last_building_number"": 4725,
        ""street"": ""South Flamingo Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4785,1615 Allison Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1615,
        ""last_building_number"": 1615,
        ""street"": ""Allison Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4786,4901-4949 South Broadway Avenue,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 4901,
        ""last_building_number"": 4949,
        ""street"": ""South Broadway Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4787,3565 Del Amo Boulevard,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 3565,
        ""last_building_number"": 3565,
        ""street"": ""Del Amo Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4788,2006  Avenue K,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 2006,
        ""last_building_number"": 2006,
        ""street"": ""Avenue K""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4789,2758-60 Holland Avenue,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 2758,
        ""last_building_number"": 60,
        ""street"": ""Holland Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4790,5200 BLOCK OLD ZUCK RD,False,"[
    {
        ""address_type"": ""approximate"",
        ""first_building_number"": null,
        ""last_building_number"": null,
        ""street"": ""5200 BLOCK OLD ZUCK RD""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4791,364-394 Jamesway Drive,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 364,
        ""last_building_number"": 394,
        ""street"": ""Jamesway Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4792,1165 North Dupont Highway,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1165,
        ""last_building_number"": 1165,
        ""street"": ""North Dupont Highway""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4793,2715 Murray Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 2715,
        ""last_building_number"": 2715,
        ""street"": ""Murray Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4794,3000 Congress Park Dr,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 3000,
        ""last_building_number"": 3000,
        ""street"": ""Congress Park Dr""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4795,6677-6805 Beatrice Drive,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 6677,
        ""last_building_number"": 6805,
        ""street"": ""Beatrice Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4796,12365-12401 Foothill Boulevard,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 12365,
        ""last_building_number"": 12401,
        ""street"": ""Foothill Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4797,1906 West Innes Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1906,
        ""last_building_number"": 1906,
        ""street"": ""West Innes Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4798,One Post Office Square,False,"[
    {
        ""address_type"": ""approximate"",
        ""first_building_number"": null,
        ""last_building_number"": null,
        ""street"": ""One Post Office Square""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4799,297 North Highway 287,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 297,
        ""last_building_number"": 297,
        ""street"": ""North Highway 287""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4800,350 West Washington Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 350,
        ""last_building_number"": 350,
        ""street"": ""West Washington Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4801,304 North Rossmore Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 304,
        ""last_building_number"": 304,
        ""street"": ""North Rossmore Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4802,11800 108th Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 11800,
        ""last_building_number"": 11800,
        ""street"": ""108th Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4803,12830 Roselle Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 12830,
        ""last_building_number"": 12830,
        ""street"": ""Roselle Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4804,4141 & 4147 State Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 4141,
        ""last_building_number"": 4141,
        ""street"": ""State Street""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 4147,
        ""last_building_number"": 4147,
        ""street"": ""State Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4805,4300 Prince William Parkway,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 4300,
        ""last_building_number"": 4300,
        ""street"": ""Prince William Parkway""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4806,300 Capitol Mall,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 300,
        ""last_building_number"": 300,
        ""street"": ""Capitol Mall""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4807,1000 East Curtis,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1000,
        ""last_building_number"": 1000,
        ""street"": ""East Curtis""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4808,1565 Crossways Blvd,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1565,
        ""last_building_number"": 1565,
        ""street"": ""Crossways Blvd""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4809,13518 & 13576 Harbor Boulevard,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 13518,
        ""last_building_number"": 13518,
        ""street"": ""Harbor Boulevard""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 13576,
        ""last_building_number"": 13576,
        ""street"": ""Harbor Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4810,2660 West Olive Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 2660,
        ""last_building_number"": 2660,
        ""street"": ""West Olive Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4811,6800 Villa DeCosta Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 6800,
        ""last_building_number"": 6800,
        ""street"": ""Villa DeCosta Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4812,400 West 23rd Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 400,
        ""last_building_number"": 400,
        ""street"": ""West 23rd Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4813,6001-6041 Marlboro Pike,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 6001,
        ""last_building_number"": 6041,
        ""street"": ""Marlboro Pike""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4814,Traders Way & 1st Street,False,"[
    {
        ""address_type"": ""approximate"",
        ""first_building_number"": null,
        ""last_building_number"": null,
        ""street"": ""Traders Way & 1st Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4815,885 Second Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 885,
        ""last_building_number"": 885,
        ""street"": ""Second Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4816,30 Gale Boulevard,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 30,
        ""last_building_number"": 30,
        ""street"": ""Gale Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4817,44274 George Cushman Court,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 44274,
        ""last_building_number"": 44274,
        ""street"": ""George Cushman Court""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4818,5601 FM 517 East,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 5601,
        ""last_building_number"": 5601,
        ""street"": ""FM 517 East""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4819,10301-10395 Jefferson Blvd.,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 10301,
        ""last_building_number"": 10395,
        ""street"": ""Jefferson Blvd.""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4820,77-932  - 77-952 Country Club Drive,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 77,
        ""last_building_number"": 932,
        ""street"": ""Country Club Drive""
    },
    {
        ""address_type"": ""range"",
        ""first_building_number"": 77,
        ""last_building_number"": 952,
        ""street"": ""Country Club Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4821,241-11 Linden Boulevard,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 241,
        ""last_building_number"": 11,
        ""street"": ""Linden Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4822,2430 Charles Road,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 2430,
        ""last_building_number"": 2430,
        ""street"": ""Charles Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4823,130-134 Englewood Street,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 130,
        ""last_building_number"": 134,
        ""street"": ""Englewood Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4824,3000-3060 Baldwin Park Boulevard,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 3000,
        ""last_building_number"": 3060,
        ""street"": ""Baldwin Park Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4825,305 Fentress Boulevard,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 305,
        ""last_building_number"": 305,
        ""street"": ""Fentress Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4826,1600 & 1610 Belt Line Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1600,
        ""last_building_number"": 1600,
        ""street"": ""Belt Line Drive""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1610,
        ""last_building_number"": 1610,
        ""street"": ""Belt Line Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4827,105 - 111 East May Street,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 105,
        ""last_building_number"": 111,
        ""street"": ""East May Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4828,1 Nice Pak Road,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1,
        ""last_building_number"": 1,
        ""street"": ""Nice Pak Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4829,1100 S. Roger Williams Rd,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1100,
        ""last_building_number"": 1100,
        ""street"": ""S. Roger Williams Rd""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4830,3161 West Cheryl Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 3161,
        ""last_building_number"": 3161,
        ""street"": ""West Cheryl Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4831,1968 & 1988 Wilcrest Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1968,
        ""last_building_number"": 1968,
        ""street"": ""Wilcrest Drive""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1988,
        ""last_building_number"": 1988,
        ""street"": ""Wilcrest Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4832,403 North 8th Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 403,
        ""last_building_number"": 403,
        ""street"": ""North 8th Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4833,850 Leong Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 850,
        ""last_building_number"": 850,
        ""street"": ""Leong Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4834,362 4th Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 362,
        ""last_building_number"": 362,
        ""street"": ""4th Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4835,17850 South West Lower Boones Ferry Road,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 17850,
        ""last_building_number"": 17850,
        ""street"": ""South West Lower Boones Ferry Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4836,8315 West North Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 8315,
        ""last_building_number"": 8315,
        ""street"": ""West North Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4837,17800 West Colfax Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 17800,
        ""last_building_number"": 17800,
        ""street"": ""West Colfax Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4838,1901 West 2nd Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1901,
        ""last_building_number"": 1901,
        ""street"": ""West 2nd Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4839,2136 Tradewind Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 2136,
        ""last_building_number"": 2136,
        ""street"": ""Tradewind Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4840,3225 158th Avenue Southeast,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 3225,
        ""last_building_number"": 3225,
        ""street"": ""158th Avenue Southeast""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4841,2121 North 117th Avenue and 2525 North 117th Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 2121,
        ""last_building_number"": 2121,
        ""street"": ""North 117th Avenue""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 2525,
        ""last_building_number"": 2525,
        ""street"": ""North 117th Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4842,6797 Springhouse Lane,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 6797,
        ""last_building_number"": 6797,
        ""street"": ""Springhouse Lane""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4843,4097-1 Cadillac Drive,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 4097,
        ""last_building_number"": 1,
        ""street"": ""Cadillac Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4844,5601 Calmar Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 5601,
        ""last_building_number"": 5601,
        ""street"": ""Calmar Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4845,1400 Audubon Point Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1400,
        ""last_building_number"": 1400,
        ""street"": ""Audubon Point Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4846,1 Millpaint Lane,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1,
        ""last_building_number"": 1,
        ""street"": ""Millpaint Lane""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4847,824 & 836 West North Temple,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 824,
        ""last_building_number"": 824,
        ""street"": ""West North Temple""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 836,
        ""last_building_number"": 836,
        ""street"": ""West North Temple""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4848,6425 Youree Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 6425,
        ""last_building_number"": 6425,
        ""street"": ""Youree Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4849,200 Westlake Park,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 200,
        ""last_building_number"": 200,
        ""street"": ""Westlake Park""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4850,555 Broadway,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 555,
        ""last_building_number"": 555,
        ""street"": ""Broadway""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4851,5401 North Scottsdale Road,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 5401,
        ""last_building_number"": 5401,
        ""street"": ""North Scottsdale Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4852,3300-3318 Dolfield Avenue,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 3300,
        ""last_building_number"": 3318,
        ""street"": ""Dolfield Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4853,5911 Firestone Boulevard,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 5911,
        ""last_building_number"": 5911,
        ""street"": ""Firestone Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4854,409 E. Thornton Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 409,
        ""last_building_number"": 409,
        ""street"": ""E. Thornton Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4855,602 West Main Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 602,
        ""last_building_number"": 602,
        ""street"": ""West Main Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4856,30500 Bruce Industrial Parkway,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 30500,
        ""last_building_number"": 30500,
        ""street"": ""Bruce Industrial Parkway""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4857,4434 Hoffner Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 4434,
        ""last_building_number"": 4434,
        ""street"": ""Hoffner Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4858,624 H Street NE,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 624,
        ""last_building_number"": 624,
        ""street"": ""H Street NE""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4859,651 N. Golden State Blvd.,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 651,
        ""last_building_number"": 651,
        ""street"": ""N. Golden State Blvd.""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4860,"10240 Hinesburg Road, 22, 32, 42, 52 Farmall Drive; 30 Kaileys Way",False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 10240,
        ""last_building_number"": 10240,
        ""street"": ""Hinesburg Road""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 22,
        ""last_building_number"": 22,
        ""street"": ""Farmall Drive""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 32,
        ""last_building_number"": 32,
        ""street"": ""Farmall Drive""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 42,
        ""last_building_number"": 42,
        ""street"": ""Farmall Drive""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 52,
        ""last_building_number"": 52,
        ""street"": ""Farmall Drive""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 30,
        ""last_building_number"": 30,
        ""street"": ""Kaileys Way""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4861,840 Ponce De Leon Boulevard,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 840,
        ""last_building_number"": 840,
        ""street"": ""Ponce De Leon Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4862,8445 Freeport Parkway,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 8445,
        ""last_building_number"": 8445,
        ""street"": ""Freeport Parkway""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4863,"1630, 1632,1634,1636 S Main St.",False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1630,
        ""last_building_number"": 1630,
        ""street"": ""S Main St.""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1632,
        ""last_building_number"": 1632,
        ""street"": ""S Main St.""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1634,
        ""last_building_number"": 1634,
        ""street"": ""S Main St.""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1636,
        ""last_building_number"": 1636,
        ""street"": ""S Main St.""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4864,122 Marshall Road,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 122,
        ""last_building_number"": 122,
        ""street"": ""Marshall Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4865,4727 200th Street Southwest,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 4727,
        ""last_building_number"": 4727,
        ""street"": ""200th Street Southwest""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4866,10011 West Broadway Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 10011,
        ""last_building_number"": 10011,
        ""street"": ""West Broadway Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4867,1669 Collins Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1669,
        ""last_building_number"": 1669,
        ""street"": ""Collins Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4868,1350 North First Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1350,
        ""last_building_number"": 1350,
        ""street"": ""North First Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4869,3041 Holland Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 3041,
        ""last_building_number"": 3041,
        ""street"": ""Holland Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4870,455 Zang Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 455,
        ""last_building_number"": 455,
        ""street"": ""Zang Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4871,86-10 109th Street,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 86,
        ""last_building_number"": 10,
        ""street"": ""109th Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4872,501 Southern Boulevard N.W.,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 501,
        ""last_building_number"": 501,
        ""street"": ""Southern Boulevard N.W.""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4873,401 E. Ontario,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 401,
        ""last_building_number"": 401,
        ""street"": ""E. Ontario""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4874,Chili Road @ Howard Road,False,"[
    {
        ""address_type"": ""approximate"",
        ""first_building_number"": null,
        ""last_building_number"": null,
        ""street"": ""Chili Road @ Howard Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4875,19455 N.E. 10th Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 19455,
        ""last_building_number"": 19455,
        ""street"": ""N.E. 10th Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4876,4511 Lucksinger Lane,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 4511,
        ""last_building_number"": 4511,
        ""street"": ""Lucksinger Lane""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4877,1930-2040 Wanamaker Road,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 1930,
        ""last_building_number"": 2040,
        ""street"": ""Wanamaker Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
4878,3220 Eastlake Avenue East,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 3220,
        ""last_building_number"": 3220,
        ""street"": ""Eastlake Avenue East""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
